UniprotKB,Gene,FBgn,FBtr,FBpp
A8QIA9,CG40635-PB,FBgn0085506,FBtr0302344,FBpp0291548
G5CKU5,RYa-PC,FBgn0085512,FBtr0310523,FBpp0302660
A8QI13,CG40813-PB,FBgn0085521,FBtr0346695,FBpp0312299
A0A0C4DHN0,CG41242-PB,FBgn0085569,FBtr0301782,FBpp0290996
A0A0C4DHN2,CG41378-PB,FBgn0085638,FBtr0301790,FBpp0291004
A0A0C4DHM7,CG41378-PC,FBgn0085638,FBtr0301791,FBpp0291005
A0A0C4DHN1,CG41378-PD,FBgn0085638,FBtr0301792,FBpp0291006
A0A0C4DHN6,CG41378-PE,FBgn0085638,FBtr0334937,FBpp0306956
Q7PL91,CG40472-PC,FBgn0085736,FBtr0302233,FBpp0291442
A8Y548,CG41284-PC,FBgn0085599,FBtr0343638,FBpp0310231
A8QI32,CG41562-PA,FBgn0085693,FBtr0114142,FBpp0112865
A8QI20,CG41561-PB,FBgn0085692,FBtr0347010,FBpp0312442
D5SHU1,snama-PB,FBgn0086129,FBtr0307174,FBpp0298003
Q9XZ21,snama-PA,FBgn0086129,FBtr0072249,FBpp0072158
Q9VPT3,Dbp21E2-PA,FBgn0086130,FBtr0078009,FBpp0077674
P40301,Prosalpha2-PA,FBgn0086134,FBtr0082590,FBpp0082062
Q9VIF5,del-PA,FBgn0086251,FBtr0081502,FBpp0081030
M9PDW9,del-PB,FBgn0086251,FBtr0333084,FBpp0305297
Q9VIF5,del-PC,FBgn0086251,FBtr0333085,FBpp0305298
Q8T045,rumi-PA,FBgn0086253,FBtr0084320,FBpp0083713
A0A0B4KGR5,rumi-PB,FBgn0086253,FBtr0310040,FBpp0301743
Q8IQF8,Akr1B-PB,FBgn0086254,FBtr0076138,FBpp0075869
Q9VTK9,Akr1B-PA,FBgn0086254,FBtr0076139,FBpp0075870
M9PF61,Akr1B-PC,FBgn0086254,FBtr0331546,FBpp0303936
M9PI17,Akr1B-PD,FBgn0086254,FBtr0331547,FBpp0303937
Q9VMK3,psd-PA,FBgn0086265,FBtr0079238,FBpp0078868
Q9VMK3,psd-PB,FBgn0086265,FBtr0333227,FBpp0305429
Q9VMK5,Vm26Ac-PA,FBgn0086266,FBtr0079240,FBpp0078870
Q9VB05,ALiX-PA,FBgn0086346,FBtr0085241,FBpp0084610
Q23978,Myo31DF-PA,FBgn0086347,FBtr0080035,FBpp0079625
Q23978,Myo31DF-PB,FBgn0086347,FBtr0080036,FBpp0079626
Q23978,Myo31DF-PC,FBgn0086347,FBtr0304138,FBpp0293078
Q9VSL3,se-PA,FBgn0086348,FBtr0076623,FBpp0076349
Q7K4M4,tef-PA,FBgn0086350,FBtr0087014,FBpp0086165
FBpp0084948,Tpi-PA,FBgn0086355,FBtr0085582,FBpp0084948
P29613,Tpi-PB,FBgn0086355,FBtr0085583,FBpp0084949
P29613,Tpi-PC,FBgn0086355,FBtr0085584,FBpp0084950
A1Z9I5,tum-PA,FBgn0086356,FBtr0087641,FBpp0086767
Q8STG9,Sec61alpha-PA,FBgn0086357,FBtr0079266,FBpp0078896
Q8STG9,Sec61alpha-PB,FBgn0086357,FBtr0345753,FBpp0311774
Q6NQZ7,Tab2-PA,FBgn0086358,FBtr0086516,FBpp0085704
A0A0B4KG87,Tab2-PC,FBgn0086358,FBtr0331925,FBpp0304258
Q6NQZ7,Tab2-PB,FBgn0086358,FBtr0305333,FBpp0293876
Q9VH19,Invadolysin-PA,FBgn0086359,FBtr0082181,FBpp0081659
A0A0B4K7Q3,alph-PF,FBgn0086361,FBtr0309241,FBpp0301180
Q9VAK1,alph-PA,FBgn0086361,FBtr0085442,FBpp0084808
Q8IMK7,alph-PB,FBgn0086361,FBtr0085443,FBpp0084809
Q961C5,alph-PE,FBgn0086361,FBtr0085444,FBpp0084810
Q9VAK1,alph-PD,FBgn0086361,FBtr0085445,FBpp0084811
Q9VAK1,alph-PC,FBgn0086361,FBtr0085446,FBpp0084812
Q9V9Y9,spn-F-PA,FBgn0086362,FBtr0085760,FBpp0085122
A0A0B4KI68,spn-F-PB,FBgn0086362,FBtr0330079,FBpp0303112
Q95R48,Orct2-PA,FBgn0086365,FBtr0084598,FBpp0083982
Q95R48,Orct2-PB,FBgn0086365,FBtr0334869,FBpp0306892
Q9W369,t-PA,FBgn0086367,FBtr0071335,FBpp0071270
Q9W369,t-PB,FBgn0086367,FBtr0340327,FBpp0309288
Q9W5D4,tw-PB,FBgn0086368,FBtr0335403,FBpp0307386
Q9W5D4,tw-PA,FBgn0086368,FBtr0070139,FBpp0070134
Q9XZL8,sra-PA,FBgn0086370,FBtr0083255,FBpp0082709
Q9XZL8,sra-PB,FBgn0086370,FBtr0344473,FBpp0310844
Q9VFW4,poly-PA,FBgn0086371,FBtr0082772,FBpp0082240
Q9VFW4,poly-PB,FBgn0086371,FBtr0303265,FBpp0292357
Q9VI75,lap-PA,FBgn0086372,FBtr0081572,FBpp0081091
B7Z0U7,lap-PC,FBgn0086372,FBtr0302183,FBpp0291393
E1JJ78,lap-PD,FBgn0086372,FBtr0302184,FBpp0291394
A0A0B4K603,lap-PE,FBgn0086372,FBtr0305153,FBpp0293683
A0A0B4K631,lap-PF,FBgn0086372,FBtr0305154,FBpp0293684
A0A0B4K6V2,lap-PG,FBgn0086372,FBtr0305155,FBpp0293685
A0A0B4KGC6,lap-PH,FBgn0086372,FBtr0334886,FBpp0306907
A0A0B4KFE2,lap-PI,FBgn0086372,FBtr0334887,FBpp0306908
A0A0B4KF90,lap-PJ,FBgn0086372,FBtr0334888,FBpp0306909
A8Y589,Alg-2-PC,FBgn0086378,FBtr0301810,FBpp0291024
Q24564,Mer-PA,FBgn0086384,FBtr0074754,FBpp0074523
Q24564,Mer-PB,FBgn0086384,FBtr0345992,FBpp0311877
Q9W1Z6,stl-PC,FBgn0086408,FBtr0113110,FBpp0112023
Q9W1Z6,stl-PE,FBgn0086408,FBtr0309857,FBpp0301591
Q9VJ14,mib2-PA,FBgn0086442,FBtr0081142,FBpp0080686
Q9VJ14,mib2-PB,FBgn0086442,FBtr0336840,FBpp0307801
Q9VJ14,mib2-PC,FBgn0086442,FBtr0336841,FBpp0307802
Q9V434,AsnRS-PA,FBgn0086443,FBtr0081162,FBpp0080705
Q9V434,AsnRS-PB,FBgn0086443,FBtr0332578,FBpp0304830
Q9VIZ3,l(2)37Cb-PA,FBgn0086444,FBtr0081163,FBpp0080706
Q9VIZ2,l(2)37Cd-PA,FBgn0086445,FBtr0081156,FBpp0080700
Q9VIZ1,DCTN6-p27-PA,FBgn0086446,FBtr0081157,FBpp0080701
Q9VIZ0,Polr1D-PA,FBgn0086447,FBtr0081161,FBpp0080704
M9PG66,Polr1D-PC,FBgn0086447,FBtr0332577,FBpp0304829
M9PBD6,Polr1D-PD,FBgn0086447,FBtr0336628,FBpp0307611
Q8IR17,PIG-Q-PB,FBgn0086448,FBtr0307175,FBpp0298004
Q8IR17,PIG-Q-PC,FBgn0086448,FBtr0340312,FBpp0309273
Q9W374,su(r)-PC,FBgn0086450,FBtr0071338,FBpp0071273
Q9VM75,l(2)k09022-PA,FBgn0086451,FBtr0079343,FBpp0078971
P48588,RpS25-PA,FBgn0086472,FBtr0082369,FBpp0081845
P48588,RpS25-PB,FBgn0086472,FBtr0082370,FBpp0081846
Q7JZV0,Cpr47Eg-PA,FBgn0086519,FBtr0088183,FBpp0087279
Q6NR46,Spt-I-PB,FBgn0086532,FBtr0087729,FBpp0086842
Q6NR46,Spt-I-PA,FBgn0086532,FBtr0087730,FBpp0086843
Q6NR46,Spt-I-PC,FBgn0086532,FBtr0087731,FBpp0086844
Q9W418,Ubi-p5E-PA,FBgn0086558,FBtr0070933,FBpp0070894
Q9W418,Ubi-p5E-PB,FBgn0086558,FBtr0345892,FBpp0311816
Q8MYS2,side-VIII-PA,FBgn0086604,FBtr0112774,FBpp0111686
A8DYJ6,side-VIII-PB,FBgn0086604,FBtr0112775,FBpp0111687
B7YZM1,side-VIII-PD,FBgn0086604,FBtr0273284,FBpp0271792
A8DYJ7,side-VIII-PE,FBgn0086604,FBtr0342690,FBpp0309581
Q9VN19,CG9853-PA,FBgn0086605,FBtr0078949,FBpp0078589
Q9VN19,CG9853-PB,FBgn0086605,FBtr0113192,FBpp0112104
Q9VN19,CG9853-PC,FBgn0086605,FBtr0344215,FBpp0310621
Q0KID5,CG34112-PA,FBgn0086608,FBtr0110805,FBpp0110102
F2FBC0,CG34112-PB,FBgn0086608,FBtr0308807,FBpp0300964
A0A0B4K6Q8,CG34112-PC,FBgn0086608,FBtr0308808,FBpp0300965
A0A0B4K6Q8,CG34112-PD,FBgn0086608,FBtr0308809,FBpp0300966
Q7KS21,CG33342-PB,FBgn0086610,FBtr0113461,FBpp0112372
Q9I7Q6,Lcp65Ag3-PA,FBgn0086611,FBtr0077061,FBpp0076769
Q9VDY1,Ino80-PA,FBgn0086613,FBtr0083771,FBpp0083185
Q7KHG2,jing-PH,FBgn0086655,FBtr0114364,FBpp0112913
A8DY48,jing-PI,FBgn0086655,FBtr0114365,FBpp0112914
Q7KHG2,jing-PD,FBgn0086655,FBtr0301636,FBpp0290850
A0A0C4DHC2,jing-PJ,FBgn0086655,FBtr0332950,FBpp0305167
Q8T0Q4,shrb-PA,FBgn0086656,FBtr0088623,FBpp0087704
Q9V3Y8,IKKepsilon-PB,FBgn0086657,FBtr0081390,FBpp0080920
Q9V3Y8,IKKepsilon-PC,FBgn0086657,FBtr0336824,FBpp0307790
Q9VJH6,CG13272-PA,FBgn0086673,FBtr0080914,FBpp0080471
Q9VJH6,CG13272-PB,FBgn0086673,FBtr0331621,FBpp0304011
Q9VYB7,Tpst-PB,FBgn0086674,FBtr0073803,FBpp0290842
A8JUV2,Tpst-PC,FBgn0086674,FBtr0113443,FBpp0112355
M9PHI3,Tpst-PF,FBgn0086674,FBtr0330399,FBpp0303425
A8JUV2,Tpst-PD,FBgn0086674,FBtr0310432,FBpp0302580
Q9VYB7,Tpst-PE,FBgn0086674,FBtr0310433,FBpp0302581
A8JUV2,Tpst-PG,FBgn0086674,FBtr0333723,FBpp0305872
Q9VYI0,fne-PC,FBgn0086675,FBtr0306738,FBpp0297664
E1NZB4,fne-PD,FBgn0086675,FBtr0306739,FBpp0297665
Q9VYI0,fne-PA,FBgn0086675,FBtr0073712,FBpp0073543
Q9VYI0,fne-PB,FBgn0086675,FBtr0113493,FBpp0112400
E1NZB4,fne-PI,FBgn0086675,FBtr0343650,FBpp0310243
E1NZB4,fne-PJ,FBgn0086675,FBtr0343651,FBpp0310244
Q9VYI0,fne-PG,FBgn0086675,FBtr0333319,FBpp0305511
Q9VYI0,fne-PH,FBgn0086675,FBtr0333320,FBpp0305512
Q9VYI0,fne-PE,FBgn0086675,FBtr0308694,FBpp0300900
FBpp0428414,fne-PK,FBgn0086675,FBtr0481632,FBpp0428414
FBpp0428415,fne-PL,FBgn0086675,FBtr0481633,FBpp0428415
FBpp0088548,spin-PE,FBgn0086676,FBtr0089589,FBpp0088548
FBpp0088549,spin-PD,FBgn0086676,FBtr0089590,FBpp0088549
FBpp0088550,spin-PC,FBgn0086676,FBtr0089591,FBpp0088550
FBpp0088551,spin-PB,FBgn0086676,FBtr0089592,FBpp0088551
Q9GQQ0,spin-PA,FBgn0086676,FBtr0089593,FBpp0088552
Q95NU8,jeb-PA,FBgn0086677,FBtr0088021,FBpp0087128
Q95NU8,jeb-PB,FBgn0086677,FBtr0333065,FBpp0305279
Q9VHN9,p-PA,FBgn0086679,FBtr0081887,FBpp0081373
Q9VHN9,p-PB,FBgn0086679,FBtr0347576,FBpp0312607
Q9VHN9,p-PC,FBgn0086679,FBtr0347577,FBpp0312608
P16241,vvl-PA,FBgn0086680,FBtr0076944,FBpp0076653
P16241,vvl-PD,FBgn0086680,FBtr0345911,FBpp0311831
E1JI48,vvl-PC,FBgn0086680,FBtr0330059,FBpp0303092
A0A0S0WNN1,vvl-PE,FBgn0086680,FBtr0346998,FBpp0312430
A0A0S0WGV5,vvl-PF,FBgn0086680,FBtr0346999,FBpp0312431
Q8INX4,Mst36Fa-PC,FBgn0086681,FBtr0305341,FBpp0293884
Q7PL83,Spf45-PA,FBgn0086683,FBtr0111239,FBpp0110561
Q7PL82,Spf45-PC,FBgn0086683,FBtr0111241,FBpp0110506
Q7PL81,Spf45-PB,FBgn0086683,FBtr0111240,FBpp0110573
Q9VM39,Pvf3-PD,FBgn0085407,FBtr0112611,FBpp0111523
Q9VM42,Pvf3-PA,FBgn0085407,FBtr0112612,FBpp0111524
Q9VM40,Pvf3-PE,FBgn0085407,FBtr0301525,FBpp0290740
X2J909,Pvf3-PF,FBgn0085407,FBtr0342658,FBpp0309572
Q9VFH4,l(3)L1231-PA,FBgn0086686,FBtr0082975,FBpp0082434
Q9VFH4,l(3)L1231-PD,FBgn0086686,FBtr0344158,FBpp0310571
Q9VFH4,l(3)L1231-PC,FBgn0086686,FBtr0304678,FBpp0293220
Q7K4Y0,Desat1-PA,FBgn0086687,FBtr0082626,FBpp0082095
Q7K4Y0,Desat1-PC,FBgn0086687,FBtr0082627,FBpp0082096
Q7K4Y0,Desat1-PE,FBgn0086687,FBtr0082628,FBpp0082097
Q7K4Y0,Desat1-PB,FBgn0086687,FBtr0082629,FBpp0082098
Q7K4Y0,Desat1-PD,FBgn0086687,FBtr0082630,FBpp0082099
Q400N1,Plp-PC,FBgn0086690,FBtr0099993,FBpp0099787
M9PCJ5,Plp-PG,FBgn0086690,FBtr0333939,FBpp0306064
M9PFA3,Plp-PH,FBgn0086690,FBtr0333940,FBpp0306065
M9PFP0,Plp-PJ,FBgn0086690,FBtr0333941,FBpp0306066
M9PFJ2,Plp-PK,FBgn0086690,FBtr0333942,FBpp0306067
M9PI63,Plp-PL,FBgn0086690,FBtr0333943,FBpp0306068
M9PCK2,Plp-PM,FBgn0086690,FBtr0333944,FBpp0306069
M9PFA8,Plp-PN,FBgn0086690,FBtr0333945,FBpp0306070
M9PFP4,Plp-PO,FBgn0086690,FBtr0333946,FBpp0306071
M9ND93,Plp-PP,FBgn0086690,FBtr0333947,FBpp0306072
M9NFV3,Plp-PD,FBgn0086690,FBtr0305977,FBpp0297119
Q400N2,Plp-PF,FBgn0086690,FBtr0305979,FBpp0297121
Q9V3W0,UK114-PA,FBgn0086691,FBtr0080746,FBpp0080305
Q9V3W0,UK114-PB,FBgn0086691,FBtr0332376,FBpp0304650
Q9W3W0,iav-PA,FBgn0086693,FBtr0070969,FBpp0070930
Q9VRP9,Bre1-PA,FBgn0086694,FBtr0077116,FBpp0076822
Q9VRP9,Bre1-PB,FBgn0086694,FBtr0344538,FBpp0310889
Q9VNA8,hd-PB,FBgn0086695,FBtr0347559,FBpp0312592
Q9VNA8,hd-PA,FBgn0086695,FBtr0078802,FBpp0078445
Q9VQ36,frtz-PA,FBgn0086698,FBtr0077911,FBpp0077577
Q9VQ36,frtz-PB,FBgn0086698,FBtr0333544,FBpp0305724
M9PE00,frtz-PD,FBgn0086698,FBtr0333545,FBpp0305725
Q7KRT4,stops-PB,FBgn0086704,FBtr0085781,FBpp0085142
Q9VA06,stops-PA,FBgn0086704,FBtr0085782,FBpp0085143
Q7KRT4,stops-PC,FBgn0086704,FBtr0301346,FBpp0290560
Q9VSS1,pix-PA,FBgn0086706,FBtr0076557,FBpp0076284
Q9VSS1,pix-PB,FBgn0086706,FBtr0076558,FBpp0076285
Q9VJ87,ncm-PA,FBgn0086707,FBtr0081088,FBpp0080638
Q9VU81,stv-PA,FBgn0086708,FBtr0075806,FBpp0075548
Q9VU83,stv-PB,FBgn0086708,FBtr0075807,FBpp0075549
Q9VU82,stv-PC,FBgn0086708,FBtr0075808,FBpp0075550
Q9VU83,stv-PD,FBgn0086708,FBtr0075809,FBpp0075551
A8JNS4,stv-PE,FBgn0086708,FBtr0113425,FBpp0112337
M9PCD9,stv-PF,FBgn0086708,FBtr0332078,FBpp0304388
Q9VU83,stv-PG,FBgn0086708,FBtr0332079,FBpp0304389
Q9VJ19,RpL30-PC,FBgn0086710,FBtr0302491,FBpp0291653
Q9VJ19,RpL30-PB,FBgn0086710,FBtr0081181,FBpp0080723
Q9VJ19,RpL30-PE,FBgn0086710,FBtr0340319,FBpp0309280
Q9VJQ7,mol-PA,FBgn0086711,FBtr0080676,FBpp0080238
Q9VJQ7,mol-PC,FBgn0086711,FBtr0111014,FBpp0110313
Q9VJQ7,mol-PD,FBgn0086711,FBtr0111015,FBpp0110314
Q9VJQ7,mol-PF,FBgn0086711,FBtr0332520,FBpp0304790
Q7KT87,mol-PG,FBgn0086711,FBtr0332521,FBpp0304791
Q5U117,Egm-PA,FBgn0086712,FBtr0088090,FBpp0087192
Q7K4K7,cbs-PA,FBgn0086757,FBtr0087666,FBpp0086786
A0A0B4K775,cbs-PB,FBgn0086757,FBtr0309886,FBpp0301620
A0A0B4K864,cbs-PC,FBgn0086757,FBtr0309887,FBpp0301621
Q9VQ30,chinmo-PH,FBgn0086758,FBtr0307047,FBpp0297890
Q9VQ30,chinmo-PD,FBgn0086758,FBtr0077877,FBpp0077545
Q9VQ30,chinmo-PA,FBgn0086758,FBtr0077878,FBpp0077546
Q7KU09,chinmo-PE,FBgn0086758,FBtr0303933,FBpp0292932
Q7KU09,chinmo-PF,FBgn0086758,FBtr0303934,FBpp0292933
Q9VQ30,chinmo-PG,FBgn0086758,FBtr0303935,FBpp0292934
Q27869,Pcmt-PA,FBgn0086768,FBtr0078758,FBpp0078405
A0A0B4KGK0,Pcmt-PC,FBgn0086768,FBtr0339519,FBpp0308602
Q9VWI9,nAChRalpha7-PA,FBgn0086778,FBtr0074680,FBpp0089248
Q9VWI9,nAChRalpha7-PD,FBgn0086778,FBtr0301834,FBpp0291048
E1JJR2,nAChRalpha7-PE,FBgn0086778,FBtr0301835,FBpp0291049
Q9VWI9,nAChRalpha7-PF,FBgn0086778,FBtr0343798,FBpp0310357
Q9V9Q6,step-PA,FBgn0086779,FBtr0085910,FBpp0085264
Q0E8N2,step-PC,FBgn0086779,FBtr0301616,FBpp0290831
Q0E8N2,step-PD,FBgn0086779,FBtr0301617,FBpp0290832
Q0E8N2,step-PE,FBgn0086779,FBtr0332471,FBpp0304747
Q24049,amn-PA,FBgn0086782,FBtr0074802,FBpp0074571
CG8739-PA,stmA-PA,FBgn0086784,FBtr0088716,FBpp0087795
CG8739-PB,stmA-PB,FBgn0086784,FBtr0088715,FBpp0087794
Q8IGJ0,stmA-PC,FBgn0086784,FBtr0301639,FBpp0100147
A0A0B4LFU5,stmA-PD,FBgn0086784,FBtr0339341,FBpp0308439
NP_001369066,stmA-PE,FBgn0086784,FBtr0479887,FBpp0428220
NP_001369067,stmA-PF,FBgn0086784,FBtr0479888,FBpp0428221
Q9VU87,Vps36-PA,FBgn0086785,FBtr0075818,FBpp0075560
Q9VPM7,CG17078-PB,FBgn0086855,FBtr0300804,FBpp0290028
M9PDS0,CG17078-PC,FBgn0086855,FBtr0330648,FBpp0303498
M9PAY6,CG17078-PD,FBgn0086855,FBtr0330649,FBpp0303499
Q9VPM7,CG17078-PE,FBgn0086855,FBtr0330650,FBpp0303500
Q8SXU0,CG11555-PA,FBgn0086856,FBtr0078128,FBpp0077787
Q8SXU0,CG11555-PB,FBgn0086856,FBtr0343777,FBpp0310342
A1Z9L3,pea-PA,FBgn0086895,FBtr0087518,FBpp0086647
Q7JUF2,dgo-PA,FBgn0086898,FBtr0088249,FBpp0087344
Q7JUF2,dgo-PB,FBgn0086898,FBtr0088250,FBpp0087345
Q9I7C6,Cpr65Ax1-PA,FBgn0086900,FBtr0112465,FBpp0111379
Q94518,Nacalpha-PB,FBgn0086904,FBtr0087858,FBpp0086971
Q94518,Nacalpha-PC,FBgn0086904,FBtr0087859,FBpp0086972
Q94518,Nacalpha-PA,FBgn0086904,FBtr0087860,FBpp0086973
Q94518,Nacalpha-PD,FBgn0086904,FBtr0345195,FBpp0311394
M9NDX0,sls-PD,FBgn0086906,FBtr0309042,FBpp0301063
Q9I7U4,sls-PA,FBgn0086906,FBtr0072848,FBpp0072727
M9PEA0,sls-PP,FBgn0086906,FBtr0332674,FBpp0304920
M9PDZ6,sls-PQ,FBgn0086906,FBtr0332675,FBpp0304921
M9PGY4,sls-PR,FBgn0086906,FBtr0332676,FBpp0304922
M9PBI9,sls-PS,FBgn0086906,FBtr0332677,FBpp0304923
M9PDS3,sls-PT,FBgn0086906,FBtr0332678,FBpp0304924
M9PEA5,sls-PU,FBgn0086906,FBtr0332679,FBpp0304925
M9PDZ9,sls-PV,FBgn0086906,FBtr0332680,FBpp0304926
M9PGZ0,sls-PW,FBgn0086906,FBtr0332681,FBpp0304927
M9PBJ0,sls-PX,FBgn0086906,FBtr0332682,FBpp0304928
M9PDS8,sls-PY,FBgn0086906,FBtr0332683,FBpp0304929
M9PEA9,sls-PZ,FBgn0086906,FBtr0332684,FBpp0304930
P04657,Cyt-c-d-PA,FBgn0086907,FBtr0080888,FBpp0080445
P04657,Cyt-c-d-PB,FBgn0086907,FBtr0335141,FBpp0307140
Q32KD2,egg-PA,FBgn0086908,FBtr0112777,FBpp0111689
Q9VJ68,CG31751-PA,FBgn0086909,FBtr0081092,FBpp0080642
Q9VJ68,CG31751-PB,FBgn0086909,FBtr0081093,FBpp0080643
Q9VJ68,CG31751-PC,FBgn0086909,FBtr0344023,FBpp0310473
Q9VJ68,CG31751-PD,FBgn0086909,FBtr0445413,FBpp0401581
Q9VPM5,mbm-PA,FBgn0086912,FBtr0078139,FBpp0077798
Q9VP48,Rab26-PB,FBgn0086913,FBtr0112677,FBpp0111589
Q8IPT6,Rab26-PC,FBgn0086913,FBtr0112678,FBpp0111590
Q8IPT6,Rab26-PD,FBgn0086913,FBtr0301529,FBpp0290744
Q8IPT6,Rab26-PE,FBgn0086913,FBtr0331794,FBpp0304179
M9PG39,Rab26-PF,FBgn0086913,FBtr0331795,FBpp0304180
Q9VP48,Rab26-PG,FBgn0086913,FBtr0345428,FBpp0311553
P16909,Mst77F-PA,FBgn0086915,FBtr0078270,FBpp0077928
Q9VU52,snky-PB,FBgn0086916,FBtr0334063,FBpp0306188
A8Y592,spok-PB,FBgn0086917,FBtr0300207,FBpp0289444
Q9V496,apolpp-PA,FBgn0087002,FBtr0089188,FBpp0088252
Q9V496,apolpp-PB,FBgn0087002,FBtr0334627,FBpp0306689
Q9V496,apolpp-PC,FBgn0087002,FBtr0345296,FBpp0311463
Q9V496,apolpp-PD,FBgn0087002,FBtr0345297,FBpp0311464
Q9VN91,rtp-PA,FBgn0087005,FBtr0078825,FBpp0078467
Q9VUE8,bbg-PC,FBgn0087007,FBtr0273422,FBpp0271930
Q17Q84,bbg-PE,FBgn0087007,FBtr0273423,FBpp0271931
Q17Q80,bbg-PF,FBgn0087007,FBtr0273424,FBpp0271932
Q17Q80,bbg-PG,FBgn0087007,FBtr0273425,FBpp0271933
Q17Q80,bbg-PH,FBgn0087007,FBtr0273426,FBpp0271934
Q15K24,bbg-PJ,FBgn0087007,FBtr0273427,FBpp0271935
Q9VUE7,bbg-PI,FBgn0087007,FBtr0273428,FBpp0271936
Q9VUE8,bbg-PK,FBgn0087007,FBtr0308596,FBpp0300820
Q9VWF2,e(y)3-PA,FBgn0087008,FBtr0074762,FBpp0074531
Q9VWF2,e(y)3-PB,FBgn0087008,FBtr0334278,FBpp0306393
M9PI16,e(y)3-PC,FBgn0087008,FBtr0334279,FBpp0306394
M9PHZ0,e(y)3-PD,FBgn0087008,FBtr0334280,FBpp0306395
Q9VWF2,e(y)3-PE,FBgn0087008,FBtr0334281,FBpp0306396
Q5BIB8,CG41520-PA,FBgn0087011,FBtr0114111,FBpp0112834
A8QHX1,CG41520-PB,FBgn0087011,FBtr0114112,FBpp0112835
E8Z4Z5,CG41520-PC,FBgn0087011,FBtr0302581,FBpp0291737
E8Z4Z6,CG41520-PD,FBgn0087011,FBtr0302582,FBpp0291738
Q9VN38,5-HT2A-PA,FBgn0087012,FBtr0078854,FBpp0078494
Q8IPN2,5-HT2A-PB,FBgn0087012,FBtr0078855,FBpp0078495
Q6AWQ4,5-HT2A-PD,FBgn0087012,FBtr0300474,FBpp0289701
E1JJ46,5-HT2A-PF,FBgn0087012,FBtr0339395,FBpp0308487
A8JQT4,5-HT2A-PH,FBgn0087012,FBtr0339397,FBpp0308489
Q9VN44,Karybeta3-PA,FBgn0087013,FBtr0078860,FBpp0078500
Q9VN44,Karybeta3-PB,FBgn0087013,FBtr0336462,FBpp0307568
Q9V3V7,Spc25-PA,FBgn0087021,FBtr0082690,FBpp0082158
Q9VUQ5,AGO2-PB,FBgn0087035,FBtr0075559,FBpp0075312
FBpp0075313,AGO2-PC,FBgn0087035,FBtr0075560,FBpp0075313
M9PFK7,AGO2-PE,FBgn0087035,FBtr0331933,FBpp0304266
Q9VSH1,Sbp2-PA,FBgn0087039,FBtr0076707,FBpp0076430
P06606,alphaTub67C-PA,FBgn0087040,FBtr0076393,FBpp0076122
B7YZW2,Hyls1-PA,FBgn0087041,FBtr0273183,FBpp0271691
Q9VJA9,rdo-PA,FBgn0243486,FBtr0081029,FBpp0080582
X2J6K6,rdo-PB,FBgn0243486,FBtr0340228,FBpp0309203
Q9VDQ7,psidin-PA,FBgn0243511,FBtr0083829,FBpp0083238
Q9VHV8,puc-PA,FBgn0243512,FBtr0081792,FBpp0081288
A0A0B4LHX7,puc-PB,FBgn0243512,FBtr0339722,FBpp0308778
Q9VQL3,cnir-PA,FBgn0243513,FBtr0077666,FBpp0077350
Q9VB78,eater-PC,FBgn0243514,FBtr0310079,FBpp0301780
Q0E8Y8,Vrp1-PB,FBgn0243516,FBtr0071791,FBpp0071704
Q8SX98,Vrp1-PF,FBgn0243516,FBtr0071792,FBpp0071705
Q0E8Y8,Vrp1-PA,FBgn0243516,FBtr0071793,FBpp0071706
Q0E8Y8,Vrp1-PD,FBgn0243516,FBtr0071794,FBpp0071707
Q0E8Y8,Vrp1-PC,FBgn0243516,FBtr0071795,FBpp0071708
Q7KVL6,Vrp1-PE,FBgn0243516,FBtr0071796,FBpp0071709
A8DYL3,Vrp1-PG,FBgn0243516,FBtr0113104,FBpp0112017
A0A0B4LH48,Vrp1-PL,FBgn0243516,FBtr0342980,FBpp0309744
E1JGR9,Vrp1-PH,FBgn0243516,FBtr0302295,FBpp0291501
E1JGR7,Vrp1-PI,FBgn0243516,FBtr0302296,FBpp0291502
E1JGR7,Vrp1-PJ,FBgn0243516,FBtr0302297,FBpp0291503
Q8SX98,Vrp1-PK,FBgn0243516,FBtr0302298,FBpp0291504
Q9VBD0,Tb-PA,FBgn0243586,FBtr0085036,FBpp0084408
Q6NP69,gfzf-PB,FBgn0250732,FBtr0091512,FBpp0290855
Q8INS9,gfzf-PD,FBgn0250732,FBtr0114531,FBpp0113023
Q6NP69,gfzf-PE,FBgn0250732,FBtr0334671,FBpp0306732
Q9VNA5,Prosbeta7-PA,FBgn0250746,FBtr0078805,FBpp0078448
Q9VNA5,Prosbeta7-PB,FBgn0250746,FBtr0078806,FBpp0078449
Q9VNE2,kra-PA,FBgn0250753,FBtr0078744,FBpp0078393
Q9VNE2,kra-PG,FBgn0250753,FBtr0078745,FBpp0078394
Q9VNE2,kra-PC,FBgn0250753,FBtr0078746,FBpp0078395
Q9VNE2,kra-PF,FBgn0250753,FBtr0078747,FBpp0078396
Q9VNE2,kra-PD,FBgn0250753,FBtr0078748,FBpp0078397
Q9VNE2,kra-PB,FBgn0250753,FBtr0078749,FBpp0078398
Q9VNE2,kra-PE,FBgn0250753,FBtr0078750,FBpp0078399
B7Z0I8,CG42232-PB,FBgn0250754,FBtr0290134,FBpp0288574
Q9V9T1,CG42233-PB,FBgn0250755,FBtr0290135,FBpp0288575
