	uniprot	flybase
3119	P49657	FBgn0259168
3120	Q9VX06	FBgn0259168
3121	X2JFM3	FBgn0259168
3122	Q9W3N2	FBgn0029974
3123	Q9VHC7	FBgn0267790
3124	Q9W490	FBgn0053080
3125	Q9W492	FBgn0053080
3126	X2JAJ7	FBgn0053080
3127	Q7KU45	FBgn0022153
3128	Q9VQZ1	FBgn0022153
3129	Q9VK60	FBgn0032453
3130	A0A0B4LGZ3	FBgn0004889
3131	P36872	FBgn0004889
3132	O96539	FBgn0025720
3133	O96539	FBgn0025720
3134	M9PDQ9	FBgn0051974
3135	Q9VPK3	FBgn0051974
3136	Q7KVF6	FBgn0261373
3137	Q8MSI2	FBgn0020908
3138	Q8T043	FBgn0033095
3139	Q9VYA0	FBgn0030512
3140	A0A0B4KER6	FBgn0265991
3141	A0A0B4KEW3	FBgn0265991
3142	A0A0B4KFR8	FBgn0265991
3143	A0A0B4LGL0	FBgn0265991
3144	A0A126GUN6	FBgn0265991
3145	A1ZA47	FBgn0265991
3146	A1ZA47	FBgn0265991
3147	A1ZA47	FBgn0265991
3148	A1ZA47	FBgn0265991
3149	G3JX27	FBgn0265991
3150	G3JX28	FBgn0265991
3151	G3JX29	FBgn0265991
3152	G3JX30	FBgn0265991
3153	G3JX32	FBgn0265991
3154	A2RVF0	FBgn0020762
3155	Q9VQY4	FBgn0020762
3156	Q9V3F2	FBgn0002524
3157	Q9VZP2	FBgn0035449
3158	Q05344	FBgn0010278
3159	Q9VCD9	FBgn0039145
3160	B7YZY1	FBgn0040297
3161	B7YZY2	FBgn0040297
3162	B7YZY3	FBgn0040297
3163	M9NDU7	FBgn0040297
3164	M9NFD1	FBgn0040297
3165	M9PDJ7	FBgn0040297
3166	M9PDW6	FBgn0040297
3167	Q9VIF9	FBgn0040297
3168	A0A0B4K601	FBgn0037408
3169	A0A0B4K6A5	FBgn0037408
3170	A0A0B4K6K3	FBgn0037408
3171	Q9VNM1	FBgn0037408
3172	Q9VNM1	FBgn0037408
3173	Q9VNM1	FBgn0037408
3174	Q9VK44	FBgn0032467
3175	Q9VFT4	FBgn0015778
3176	Q9VYB2	FBgn0030499
3177	A1ZAB1	FBgn0034083
3178	Q9I7K4	FBgn0037731
3179	Q9I7K4	FBgn0052939
3180	B7Z090	FBgn0284421
3181	M9PFS2	FBgn0284421
3182	M9PG70	FBgn0284421
3183	A8JUR1	FBgn0264502
3184	M9PE96	FBgn0264502
3185	X2JD88	FBgn0264502
3186	Q4ABE7	FBgn0015609
3187	Q9VIH3	FBgn0266369
3188	Q9VZF6	FBgn0035515
3189	Q9VYE1	FBgn0261085
3190	A8JUZ7	FBgn0029864
3191	Q9W406	FBgn0029864
3192	X2JCS0	FBgn0029864
3193	Q9V9A8	FBgn0028579
3194	Q0KIB0	FBgn0083949
3195	A0A0B4K6N7	FBgn0038651
3196	Q9VE34	FBgn0038651
3197	Q9VM62	FBgn0020616
3198	Q8I077	FBgn0028476
3199	E1JIL4	FBgn0263979
3200	Q24572	FBgn0263979
3201	Q86BS5	FBgn0036309
3202	Q8MQJ8	FBgn0036309
3203	Q8IQV9	FBgn0031078
3204	Q8IQV9	FBgn0031078
3205	Q9VWF4	FBgn0031044
3206	M9PGI1	FBgn0000382
3207	P29349	FBgn0000382
3208	P29349	FBgn0000382
3209	Q9VHX4	FBgn0037537
3210	Q9VHM2	FBgn0037622
3211	Q9VYX8	FBgn0030309
3212	Q9VGE7	FBgn0260746
3213	Q9W350	FBgn0040236
3214	X4YX01	FBgn0266418
3215	D1YSG0	FBgn0005666
3216	L0MN91	FBgn0005666
3217	Q7KQP6	FBgn0005666
3218	Q9W2X6	FBgn0028342
3219	Q0E8X6	FBgn0034858
3220	Q9W1Q8	FBgn0034858
3221	P20348	FBgn0001280
3222	P20348	FBgn0001280
3223	M9PFE4	FBgn0259824
3224	Q9VUW9	FBgn0259824
3225	Q9VF27	FBgn0017567
3226	A0A0B4KEF4	FBgn0033159
3227	Q8IS44	FBgn0053517
3228	Q8IS44	FBgn0053517
3229	Q9VU43	FBgn0036340
3230	P13607	FBgn0002921
3231	P13607	FBgn0002921
3232	P13607	FBgn0002921
3233	M9PGX9	FBgn0030349
3234	Q76NS2	FBgn0030349
3235	P18932	FBgn0013684
3236	Q9VVI1	FBgn0036734
3237	Q9VH66	FBgn0037754
3238	Q9VQZ6	FBgn0031604
3239	Q7K3Y9	FBgn0033710
3240	M9PG47	FBgn0261597
3241	Q9VDK7	FBgn0038810
3242	Q9W534	FBgn0025631
3243	M9PFM1	FBgn0036544
3244	M9PFS3	FBgn0036544
3245	Q9VUV4	FBgn0036544
3246	M9NF89	FBgn0005411
3247	M9NH51	FBgn0005411
3248	Q24562	FBgn0005411
3249	M9PEC6	FBgn0030339
3250	A0A0B4LFB8	FBgn0261276
3251	A0A0B4LGF5	FBgn0261276
3252	A1Z9N0	FBgn0261276
3253	Q95U20	FBgn0261276
3254	A8DYW5	FBgn0028703
3255	B7Z029	FBgn0028703
3256	M9PB53	FBgn0028703
3257	Q8IPJ4	FBgn0028703
3258	Q9VM99	FBgn0028703
3259	Q9VFE7	FBgn0038274
3260	Q9W3R9	FBgn0029941
3261	X2JE07	FBgn0029941
3262	Q9W5U2	FBgn0250907
3263	Q9VXK8	FBgn0030717
3264	P38979	FBgn0003517
3265	Q8IQ31	FBgn0031116
3266	Q9VEJ1	FBgn0025571
3267	A0A0B4K7K7	FBgn0016078
3268	Q9V576	FBgn0016078
3269	Q9V9Q4	FBgn0032961
3270	Q24492	FBgn0010173
3271	Q9VXU3	FBgn0030648
3272	M9PGQ5	FBgn0052333
3273	Q9W0I1	FBgn0052333
3274	Q9VG01	FBgn0283438
3275	Q9VB48	FBgn0039508
3276	Q9VXN2	FBgn0014391
3277	Q9VXN2	FBgn0014391
3278	P32865	FBgn0260798
3279	Q94899	FBgn0013746
3280	Q7KY04	FBgn0016701
3281	Q29QE1	FBgn0025836
3282	X2J9V9	FBgn0025836
3283	X2JC00	FBgn0025836
3284	Q9VXR5	FBgn0030672
3285	Q9W2S5	FBgn0052677
3286	X2JB44	FBgn0052677
3287	A0A0B4KH56	FBgn0039536
3288	A0A0B4KHR1	FBgn0039536
3289	A0A0B4KI46	FBgn0039536
3290	Q9VB11	FBgn0039536
3291	A8DYR5	FBgn0085395
3292	R9PY39	FBgn0085395
3293	Q9U9P7	FBgn0027872
3294	A0A0B4LGZ0	FBgn0051352
3295	A0A0B4LI11	FBgn0051352
3296	A1Z6G9	FBgn0033031
3297	Q9VY62	FBgn0030539
3298	Q8IQ27	FBgn0031187
3299	Q8IQ27	FBgn0031187
3300	X2JG37	FBgn0031187
3301	X2JLM6	FBgn0031187
3302	Q9VH48	FBgn0037770
3303	P91875	FBgn0019938
3304	Q9BMG9	FBgn0038498
3305	Q9VMW9	FBgn0031661
3306	M9PFR6	FBgn0262732
3307	Q9XZ03	FBgn0262732
3308	M9PET5	FBgn0035914
3309	Q7KNQ9	FBgn0286070
3310	Q9W0R3	FBgn0261985
3311	A0A0B4K7D8	FBgn0034179
3312	Q7K161	FBgn0034179
3313	Q9W2E7	FBgn0034646
3314	Q9VT00	FBgn0036004
3315	Q24592	FBgn0004864
3316	Q7JPS2	FBgn0013467
3317	A0A4D6K026	FBgn0085386
3318	A8JQT1	FBgn0085386
3319	Q9V3N4	FBgn0027655
3320	Q9W4K0	FBgn0029709
3321	A1ZAM0	FBgn0034172
3322	Q9VJC7	FBgn0032646
3323	Q9VCW6	FBgn0046114
3324	Q9VPY2	FBgn0024314
3325	Q9VRX1	FBgn0035703
3326	M9PEX4	FBgn0016694
3327	Q8IQ98	FBgn0016694
3328	A1ZBM2	FBgn0034451
3329	Q8IQX8	FBgn0027087
3330	Q9VWT1	FBgn0027087
3331	Q7PLG1	FBgn0287183
3332	Q9VLR8	FBgn0031998
3333	A1Z992	FBgn0053138
3334	Q9VUH9	FBgn0036451
3335	A1Z877	FBgn0026403
3336	A0A0B4JCQ5	FBgn0263593
3337	A0A0B4JCS1	FBgn0263593
3338	A0A0B4JD00	FBgn0263593
3339	A0A0B4JD27	FBgn0263593
3340	A0A0B4JD31	FBgn0263593
3341	A8DY69	FBgn0263593
3342	E5DK16	FBgn0263593
3343	I0E2I4	FBgn0263593
3344	Q8SXP0	FBgn0263593
3345	Q9VC40	FBgn0039223
3346	Q24337	FBgn0011586
3347	M9PHF1	FBgn0052654
3348	X2JEY9	FBgn0052654
3349	X2JJP5	FBgn0052654
3350	A1Z7L8	FBgn0011300
3351	A1Z7L9	FBgn0011300
3352	Q7YU60	FBgn0011300
3353	A1Z968	FBgn0010488
3354	A1Z8V7	FBgn0033706
3355	Q9XZU1	FBgn0022213
3356	Q8IQW2	FBgn0031066
3357	Q9VWD1	FBgn0031066
3358	Q8SXC2	FBgn0037955
3359	Q9VBX6	FBgn0039277
3360	Q8MS27	FBgn0038923
3361	Q9VGM1	FBgn0263316
3362	Q7JZB4	FBgn0037279
3363	Q8T0U6	FBgn0000711
3364	Q9W591	FBgn0027793
3365	Q94521	FBgn0287831
3366	Q94521	FBgn0287831
3367	A0A0B4KGX1	FBgn0011225
3368	A0A0B4LHV4	FBgn0011225
3369	Q01989	FBgn0011225
3370	Q8I941	FBgn0052485
3371	P11997	FBgn0002564
3372	Q9VM33	FBgn0263133
3373	Q9U1M2	FBgn0040384
3374	A0A0B4K7M9	FBgn0002174
3375	Q27237	FBgn0002174
3376	Q9W0H3	FBgn0035206
3377	Q9W2J7	FBgn0034602
3378	A0A6H2EDG1	FBgn0259242
3379	Q9VZQ1	FBgn0027616
3380	Q9VZQ1	FBgn0027616
3381	A1Z7Q7	FBgn0033382
3382	E2QCN3	FBgn0033382
3383	B7Z134	FBgn0030087
3384	M9NDS5	FBgn0030087
3385	M9NGW5	FBgn0030087
3386	Q6IDE0	FBgn0030087
3387	Q9W391	FBgn0030087
3388	Q9W391	FBgn0030087
3389	X2JJ32	FBgn0030087
3390	Q4LBB6	FBgn0250910
3391	Q4LBB6	FBgn0250910
3392	A0A0B4LFE7	FBgn0265194
3393	A0A0B4LGJ2	FBgn0265194
3394	A8DYE2	FBgn0265194
3395	A8DYE2	FBgn0265194
3396	B7YZH3	FBgn0265194
3397	B7YZH4	FBgn0265194
3398	Q9VL91	FBgn0270924
3399	Q9W501	FBgn0027296
3400	Q9VSF3	FBgn0035853
3401	Q9Y171	FBgn0027615
3402	Q9W410	FBgn0029861
3403	Q9VDT4	FBgn0038739
3404	Q9VWJ6	FBgn0031006
3405	X2JFR5	FBgn0031006
3406	X2JL73	FBgn0031006
3407	Q9VKG4	FBgn0028490
3408	Q9V9S8	FBgn0266268
3409	Q5U126	FBgn0250833
3410	M9PFL3	FBgn0040230
3411	Q9VUU5	FBgn0040230
3412	Q6NNB2	FBgn0033376
3413	Q7KVT8	FBgn0027280
3414	O16158	FBgn0020907
3415	A1Z6S7	FBgn0022960
3416	Q86BQ4	FBgn0031459
3417	Q8STA5	FBgn0031459
3418	Q9W4X7	FBgn0029629
3419	A1Z7X8	FBgn0033437
3420	Q9VM22	FBgn0031904
3421	M9PFY2	FBgn0036710
3422	Q8IQQ8	FBgn0036710
3423	Q9VVF4	FBgn0036710
3424	Q86B54	FBgn0053177
3425	Q7KLV9	FBgn0028689
3426	Q7KLV9	FBgn0028689
3427	P40304	FBgn0002284
3428	Q76NQ9	FBgn0052626
3429	Q76NR0	FBgn0052626
3430	Q9VY76	FBgn0052626
3431	X2JEY5	FBgn0052626
3432	M9PCL4	FBgn0031670
3433	P39205	FBgn0000316
3434	Q9W4F7	FBgn0029737
3435	A1Z7P1	FBgn0033377
3436	Q9VHN5	FBgn0037609
3437	Q9VFB7	FBgn0038303
3438	E1JJF4	FBgn0003656
3439	Q9U969	FBgn0003656
3440	Q9U969	FBgn0003656
3441	M9PF96	FBgn0031069
3442	Q9VWC8	FBgn0031069
3443	Q7JV69	FBgn0028983
3444	Q9W266	FBgn0034718
3445	Q9VJA9	FBgn0243486
3446	X2J6K6	FBgn0243486
3447	Q9VDY1	FBgn0086613
3448	Q9W1V3	FBgn0003062
3449	Q9W0P5	FBgn0035147
3450	Q9VQL3	FBgn0243513
3451	A0A0C4FEI8	FBgn0040493
3452	Q9V3D8	FBgn0040493
3453	Q76NQ0	FBgn0053303
3454	Q59DZ1	FBgn0259213
3455	P40417	FBgn0003256
3456	P40417	FBgn0003256
3457	Q9W3C4	FBgn0041629
3458	Q7K0D8	FBgn0033264
3459	Q9VWV6	FBgn0022355
3460	Q9VSH9	FBgn0035877
3461	A0A0B4KHF3	FBgn0039214
3462	A0A0B4KI06	FBgn0039214
3463	A0A0B4LIK5	FBgn0039214
3464	Q8IMW2	FBgn0039214
3465	Q9VC56	FBgn0039214
3466	Q9W4F8	FBgn0029736
3467	Q8MSQ4	FBgn0024329
3468	Q9VE37	FBgn0024329
3469	P05205	FBgn0003607
3470	Q9VW09	FBgn0262517
3471	Q9W306	FBgn0030160
3472	Q9VH72	FBgn0037749
3473	Q7PLI7	FBgn0261387
3474	Q9VKV6	FBgn0032249
3475	Q9VQF7	FBgn0031453
3476	Q9VMJ7	FBgn0031759
3477	Q7JUN3	FBgn0039890
3478	Q9VXP4	FBgn0025809
3479	Q9NB71	FBgn0030600
3480	Q9VBC7	FBgn0023179
3481	X2J8K5	FBgn0035253
3482	A8JNT1	FBgn0040805
3483	Q7KUN0	FBgn0040805
3484	Q9VXW2	FBgn0030631
3485	Q9VUM2	FBgn0036488
3486	Q9VPB9	FBgn0037019
3487	Q7KV24	FBgn0030466
3488	O76928	FBgn0000330
3489	A0AQH0	FBgn0010590
3490	Q9VPY0	FBgn0031314
3491	Q9W464	FBgn0029818
3492	Q9VVA7	FBgn0036666
3493	Q9V726	FBgn0024698
3494	Q9V726	FBgn0024698
3495	P08111	FBgn0002121
3496	P08111	FBgn0002121
3497	P08111	FBgn0002121
3498	Q9V3Q4	FBgn0040308
3499	Q9I7K3	FBgn0037818
3500	A0A0B4K6G6	FBgn0038108
3501	A0A0B4K6U2	FBgn0038108
3502	E1JIJ7	FBgn0038108
3503	Q8INH9	FBgn0038108
3504	Q9VG05	FBgn0038108
3505	Q9VDC6	FBgn0000527
3506	Q9VSU6	FBgn0035964
3507	Q9W3Q1	FBgn0029958
3508	Q9I7L9	FBgn0042175
3509	Q9Y168	FBgn0051683
3510	Q76NR6	FBgn0030362
3511	Q9VYR1	FBgn0030362
3512	P42325	FBgn0013303
3513	Q7KTP1	FBgn0003716
3514	Q8IPK9	FBgn0003716
3515	Q95SI0	FBgn0003716
3516	Q9VMT1	FBgn0003716
3517	A0A6M3Q7S1	FBgn0262579
3518	A8JNN1	FBgn0262579
3519	A8JNN2	FBgn0262579
3520	A8JNN3	FBgn0262579
3521	M9NE45	FBgn0262579
3522	M9PHR5	FBgn0262579
3523	Q6IDD9	FBgn0262579
3524	A0A0B4LIC4	FBgn0038606
3525	Q9VE88	FBgn0038606
3526	A0A0B4KF23	FBgn0026401
3527	E1JGX3	FBgn0026401
3528	Q7PLI2	FBgn0026401
3529	M9PHL2	FBgn0030301
3530	Q960N6	FBgn0030301
3531	Q9VYY7	FBgn0030301
3532	Q9I7S6	FBgn0259171
3533	Q9VYJ0	FBgn0259171
3534	Q9VDE2	FBgn0038858
3535	Q9VG44	FBgn0038072
3536	M9PEL3	FBgn0019662
3537	Q9VS54	FBgn0019662
3538	Q9VY92	FBgn0030519
3539	Q95TN1	FBgn0032204
3540	Q8MSB1	FBgn0051357
3541	Q8T0T9	FBgn0025712
3542	M9PDP3	FBgn0032773
3543	Q8INW9	FBgn0032773
3544	Q9VIX7	FBgn0032773
3545	Q9W1X5	FBgn0034797
3546	Q9VSL3	FBgn0086348
3547	O77277	FBgn0025615
3548	A0A0B4LGN7	FBgn0037295
3549	Q0KIC0	FBgn0037295
3550	E2QCY4	FBgn0016081
3551	M9ND72	FBgn0016081
3552	M9NE70	FBgn0016081
3553	M9NFQ5	FBgn0016081
3554	M9PC07	FBgn0016081
3555	M9PEP1	FBgn0016081
3556	M9PF44	FBgn0016081
3557	Q9VT28	FBgn0016081
3558	A0A0B4LEY1	FBgn0033339
3559	A0A0B4LEZ1	FBgn0033339
3560	A1Z7J6	FBgn0033339
3561	A1Z7J7	FBgn0033339
3562	Q9VWP1	FBgn0030969
3563	A0A0B4LHB4	FBgn0038693
3564	Q9VDY5	FBgn0038693
3565	Q9W1X4	FBgn0010660
3566	Q9VLY7	FBgn0041181
3567	A1Z6N5	FBgn0033093
3568	Q9VY41	FBgn0030559
3569	A0A0B4LGZ6	FBgn0002431
3570	P51592	FBgn0002431
3571	Q9VGE4	FBgn0037979
3572	Q9VUQ9	FBgn0267390
3573	Q7PLL3	FBgn0020660
3574	Q9VPQ7	FBgn0031260
3575	B7Z129	FBgn0259228
3576	B7Z130	FBgn0259228
3577	B7Z131	FBgn0259228
3578	B7Z132	FBgn0259228
3579	M9PGJ9	FBgn0259228
3580	M9PJ95	FBgn0259228
3581	O77086	FBgn0259228
3582	O77086	FBgn0259228
3583	O77086	FBgn0259228
3584	X2JIR4	FBgn0259228
3585	Q9W2E4	FBgn0034649
3586	Q8IR92	FBgn0265595
3587	Q6QU65	FBgn0265140
3588	Q9VDT1	FBgn0038742
3589	M9NEP4	FBgn0023531
3590	M9NFQ4	FBgn0023531
3591	M9PDH4	FBgn0023531
3592	M9PG86	FBgn0023531
3593	M9PGF5	FBgn0023531
3594	M9PGM6	FBgn0023531
3595	M9PIP8	FBgn0023531
3596	Q7KW14	FBgn0023531
3597	Q9VAH9	FBgn0039691
3598	M9PHL3	FBgn0003301
3599	M9PJN1	FBgn0003301
3600	P32870	FBgn0003301
3601	Q24478	FBgn0000283
3602	Q7K0S5	FBgn0034372
3603	P83098	FBgn0046692
3604	Q8T3X9	FBgn0026666
3605	Q8SX81	FBgn0052350
3606	Q9VWG2	FBgn0031036
3607	Q9VMW8	FBgn0031662
3608	A8JNP7	FBgn0028429
3609	Q9V3C7	FBgn0028429
3610	Q5BI50	FBgn0033260
3611	Q9VL68	FBgn0032160
3612	Q9VCA5	FBgn0039175
3613	O77134	FBgn0038224
3614	M9NF33	FBgn0035872
3615	Q9VSH4	FBgn0035872
3616	Q0KI81	FBgn0259227
3617	Q9VYS3	FBgn0030354
3618	B7YZW3	FBgn0259735
3619	M9PD19	FBgn0259735
3620	Q9VJJ8	FBgn0259735
3621	Q9VJJ9	FBgn0259735
3622	O76454	FBgn0024841
3623	Q9VA18	FBgn0010808
3624	Q9W4E4	FBgn0029747
3625	Q9W3X8	FBgn0029887
3626	E1JJ73	FBgn0026566
3627	Q9W1V2	FBgn0034816
3628	Q9VHG4	FBgn0037671
3629	Q9W0P1	FBgn0035151
3630	Q0KHQ6	FBgn0027621
3631	Q9VWH7	FBgn0027621
3632	X2JED9	FBgn0027621
3633	Q24574	FBgn0016756
3634	Q24574	FBgn0016756
3635	Q9VLE1	FBgn0032100
3636	Q9VUK8	FBgn0027088
3637	Q9VUK8	FBgn0027088
3638	A0A1W5Q0S1	FBgn0000721
3639	A0A4D6K344	FBgn0000721
3640	E1JHR9	FBgn0000721
3641	P32023	FBgn0000721
3642	Q03043	FBgn0000721
3643	Q03043	FBgn0000721
3644	Q03043	FBgn0000721
3645	Q9VMX1	FBgn0031659
3646	A8DYK5	FBgn0034598
3647	Q9VLM9	FBgn0032032
3648	Q8IPZ5	FBgn0031483
3649	Q9VQJ6	FBgn0031483
3650	Q7JWD6	FBgn0266711
3651	Q9VYT4	FBgn0030343
3652	A1ZBW0	FBgn0267791
3653	A1ZBW1	FBgn0267791
3654	A1ZBW3	FBgn0267791
3655	E1JGN7	FBgn0267791
3656	Q9VNH6	FBgn0266672
3657	Q9VHB5	FBgn0261049
3658	Q9VEY4	FBgn0038401
3659	P24785	FBgn0002774
3660	M9PEC0	FBgn0035331
3661	Q9VT57	FBgn0015618
3662	M9NEQ1	FBgn0031515
3663	Q9VY91	FBgn0030520
3664	M9PIS3	FBgn0004654
3665	P41572	FBgn0004654
3666	A0A0B4KI59	FBgn0039730
3667	Q9VAC9	FBgn0039730
3668	Q7KVR7	FBgn0030089
3669	Q7KVR8	FBgn0030089
3670	Q86B59	FBgn0030089
3671	Q9W388	FBgn0030089
3672	O61360	FBgn0020309
3673	O61361	FBgn0020309
3674	Q9VCG4	FBgn0039125
3675	Q24238	FBgn0016123
3676	Q24238	FBgn0016123
3677	Q95RJ9	FBgn0263933
3678	Q9W3G6	FBgn0015519
3679	Q9VW12	FBgn0036887
3680	Q9VA71	FBgn0039773
3681	Q6IM52	FBgn0085228
3682	Q9VGZ3	FBgn0024957
3683	Q24185	FBgn0001202
3684	Q9VK68	FBgn0032445
3685	P48604	FBgn0014877
3686	Q9W5N0	FBgn0039965
3687	Q9VN95	FBgn0037305
3688	Q9W2J4	FBgn0027073
3689	P12982	FBgn0004103
3690	A0A0B4K612	FBgn0003165
3691	A0A0B4KFX7	FBgn0003165
3692	P25822	FBgn0003165
3693	P25822	FBgn0003165
3694	P25822	FBgn0003165
3695	A0A0B4KGD1	FBgn0261885
3696	A0A0B4KHB1	FBgn0261885
3697	Q7KSE8	FBgn0261885
3698	Q8IN94	FBgn0261885
3699	Q7KMP8	FBgn0028691
3700	Q9VMQ9	FBgn0000318
3701	P49028	FBgn0002736
3702	Q8I0P9	FBgn0000032
3703	Q9VAD0	FBgn0000032
3704	M9NEC7	FBgn0263220
3705	Q9VFB5	FBgn0051155
3706	Q9XYZ6	FBgn0027617
3707	Q8SYP9	FBgn0287187
3708	Q9VCE0	FBgn0026576
3709	Q9VUR0	FBgn0036512
3710	Q9VF56	FBgn0038344
3711	M9PG36	FBgn0036900
3712	Q8IQU2	FBgn0036900
3713	Q9VW28	FBgn0036900
3714	Q9VTF5	FBgn0036133
3715	M9PJC7	FBgn0004656
3716	P13709	FBgn0004656
3717	Q9VCH1	FBgn0260634
3718	Q9VFJ3	FBgn0038233
3719	Q9V429	FBgn0040070
3720	Q9VR61	FBgn0262866
3721	A8DZ02	FBgn0259984
3722	A8DZ03	FBgn0259984
3723	Q59DZ3	FBgn0259984
3724	Q9VJW9	FBgn0259984
3725	Q8IPG2	FBgn0032000
3726	Q9VLR4	FBgn0032000
3727	P48451	FBgn0010014
3728	Q9Y0H4	FBgn0003557
3729	Q9VS02	FBgn0035726
3730	Q9VLK0	FBgn0032052
3731	Q9VDH6	FBgn0259215
3732	M9PD65	FBgn0003346
3733	Q9VIW3	FBgn0003346
3734	A0A0B4KGY8	FBgn0051221
3735	Q7JRL9	FBgn0051221
3736	P33270	FBgn0000473
3737	O62609	FBgn0011655
3738	Q8IMG6	FBgn0011655
3739	A0A0B4LGL5	FBgn0034067
3740	Q8MSU3	FBgn0034067
3741	B8BPV3	FBgn0259821
3742	H1UUM0	FBgn0259821
3743	O76742	FBgn0015795
3744	P33450	FBgn0001075
3745	Q86B44	FBgn0030882
3746	Q86B44	FBgn0052495
3747	P84345	FBgn0013673
3748	Q9VPR5	FBgn0031266
3749	Q9VG74	FBgn0038045
3750	M9PB59	FBgn0259111
3751	Q8IPI3	FBgn0259111
3752	Q9W1X7	FBgn0034795
3753	E1JI13	FBgn0000414
3754	M9NEC1	FBgn0000414
3755	M9PCU3	FBgn0000414
3756	M9PFS5	FBgn0000414
3757	P98081	FBgn0000414
3758	Q9VZI3	FBgn0035498
3759	Q9W1A8	FBgn0034976
3760	Q9VIF2	FBgn0032923
3761	Q07407	FBgn0010389
3762	A0A0B4KGL8	FBgn0039026
3763	A0A0B4KH73	FBgn0039026
3764	A0A0B4KHX6	FBgn0039026
3765	A8JR84	FBgn0039026
3766	Q86B80	FBgn0039026
3767	Q9W299	FBgn0034688
3768	Q9V3T9	FBgn0015582
3769	Q9VP25	FBgn0037090
3770	Q9VXG4	FBgn0030749
3771	Q9VXG4	FBgn0030749
3772	Q9VXG4	FBgn0030749
3773	Q95RR6	FBgn0022361
3774	Q9V4D9	FBgn0022361
3775	Q9VAY3	FBgn0039561
3776	B5RJQ0	FBgn0001258
3777	Q9V3H9	FBgn0028471
3778	Q7K3D4	FBgn0034368
3779	Q9VI57	FBgn0037469
3780	Q7K0B6	FBgn0050000
3781	Q8T8L8	FBgn0052076
3782	Q9V434	FBgn0086443
3783	A0A0B4K6R7	FBgn0013995
3784	Q9VEX6	FBgn0287225
3785	A0A0B4KG38	FBgn0264273
3786	A1ZAF5	FBgn0264273
3787	Q29QV5	FBgn0264273
3788	A1Z9M0	FBgn0033905
3789	Q7K2Y2	FBgn0033905
3790	Q9VL10	FBgn0260750
3791	Q9VQR8	FBgn0284253
3792	A0A0B4LFQ7	FBgn0034184
3793	A1ZAP1	FBgn0034184
3794	Q7K0F7	FBgn0034500
3795	Q8IQW5	FBgn0031037
3796	D5SHN1	FBgn0032614
3797	Q86BQ3	FBgn0032614
3798	Q8IGQ3	FBgn0032614
3799	O97418	FBgn0025839
3800	Q9W0E1	FBgn0035229
3801	Q7K0Q0	FBgn0033677
3802	A0A0B4LID7	FBgn0038745
3803	Q9VDS7	FBgn0038745
3804	Q7JRF1	FBgn0037084
3805	Q7JY00	FBgn0037084
3806	A4V110	FBgn0016126
3807	Q7JMV3	FBgn0016126
3808	Q8IRJ9	FBgn0025592
3809	Q9W0U0	FBgn0025592
3810	Q9V3V9	FBgn0028515
3811	A0A0B4KH88	FBgn0038427
3812	Q9VEV4	FBgn0038427
3813	Q9VEV4	FBgn0038427
3814	A8JV18	FBgn0061200
3815	Q9VXE6	FBgn0061200
3816	Q9VBC4	FBgn0039451
3817	E8NHA2	FBgn0035207
3818	Q9W0H2	FBgn0035207
3819	Q0E8X8	FBgn0040660
3820	A0A0B4KGN4	FBgn0037470
3821	Q9VI58	FBgn0037470
3822	L0MLK7	FBgn0004607
3823	P28167	FBgn0004607
3824	Q8MRQ4	FBgn0037689
3825	E1JIT6	FBgn0038980
3826	Q9VCZ3	FBgn0038980
3827	Q9VCZ3	FBgn0038980
3828	Q9Y1A7	FBgn0002778
3829	Q9VBG1	FBgn0039420
3830	Q27884	FBgn0003139
3831	A8DZ26	FBgn0052000
3832	L0MLL1	FBgn0052000
3833	Q7KQN3	FBgn0052000
3834	Q8IMA6	FBgn0052000
3835	M9NEX3	FBgn0029854
3836	Q8IRR0	FBgn0029854
3837	Q8SY77	FBgn0029854
3838	A1ZAX0	FBgn0050106
3839	A1Z9W2	FBgn0053506
3840	Q9U5L1	FBgn0010391
3841	Q9VIK2	FBgn0032879
3842	Q9VVG5	FBgn0040793
3843	P42207	FBgn0011710
3844	A8JNU2	FBgn0000017
3845	M9PCT8	FBgn0000017
3846	M9PFI8	FBgn0000017
3847	M9PFS1	FBgn0000017
3848	P00522	FBgn0000017
3849	Q9XYN7	FBgn0026380
3850	Q24523	FBgn0259176
3851	Q24523	FBgn0259176
3852	Q24523	FBgn0259176
3853	X2J847	FBgn0259176
3854	Q9VIM0	FBgn0032864
3855	Q9VPH8	FBgn0036973
3856	Q9W2D9	FBgn0034654
3857	Q9VD29	FBgn0038947
3858	Q0E9G4	FBgn0033188
3859	Q961L4	FBgn0033188
3860	A0A0C4DH96	FBgn0085400
3861	Q9W1T6	FBgn0085400
3862	Q7KLX3	FBgn0021795
3863	Q9VL06	FBgn0032208
3864	Q9VKD0	FBgn0032395
3865	Q9VYG2	FBgn0025463
3866	Q7JQ32	FBgn0266136
3867	Q9W2N6	FBgn0034572
3868	Q9VK84	FBgn0032433
3869	Q8IGP5	FBgn0032979
3870	Q9V9N4	FBgn0032979
3871	P10676	FBgn0002938
3872	Q9VMB3	FBgn0031836
3873	Q9VK58	FBgn0032455
3874	A8DYI2	FBgn0284257
3875	Q7K556	FBgn0284257
3876	Q7K556	FBgn0284257
3877	A1Z7Q8	FBgn0260972
3878	Q95SG9	FBgn0260972
